t,TWA,AWA,u,v,r,phi,p,alpha,CL,CD,amaLoad,brailLee,brailWind,crewPos,crewPosX,shuntPhase
17.72917,-81.30029,-77.44164,0.00360,3.07883,0.07801,-47.15029,21.67549,-72.55836,-1.06811,3.24471,4.71503,0.00000,0.00000,0.00000,0.00000,none
17.73333,-81.31896,-77.44413,0.00597,3.08171,0.07833,-47.05999,21.67050,-72.55587,-1.06826,3.24467,4.70600,0.00000,0.00000,0.00000,0.00000,none
17.73750,-81.33769,-77.50487,0.00111,3.08459,0.07864,-46.96970,21.66534,-72.49513,-1.07196,3.24390,4.69697,0.00000,0.00000,0.00000,0.00000,none
17.74167,-81.35650,-77.50725,0.00353,3.08747,0.07893,-46.87944,21.66000,-72.49275,-1.07211,3.24387,4.68794,0.00000,0.00000,0.00000,0.00000,none
17.74583,-81.37538,-77.50971,0.00596,3.09034,0.07922,-46.78920,21.65443,-72.49029,-1.07226,3.24384,4.67892,0.00000,0.00000,0.00000,0.00000,none
17.75000,-81.39433,-77.57074,0.00111,3.09320,0.07951,-46.69899,21.64870,-72.42926,-1.07598,3.24306,4.66990,0.00000,0.00000,0.00000,0.00000,none
17.75417,-81.41334,-77.57306,0.00358,3.09606,0.07978,-46.60880,21.64279,-72.42694,-1.07612,3.24303,4.66088,0.00000,0.00000,0.00000,0.00000,none
17.75833,-81.43242,-77.57546,0.00606,3.09892,0.08005,-46.51863,21.63666,-72.42454,-1.07626,3.24300,4.65186,0.00000,0.00000,0.00000,0.00000,none
17.76250,-81.45156,-77.63676,0.00123,3.10177,0.08031,-46.42849,21.63036,-72.36324,-1.08000,3.24222,4.64285,0.00000,0.00000,0.00000,0.00000,none
17.76667,-81.47076,-77.63901,0.00375,3.10462,0.08055,-46.33838,21.62390,-72.36099,-1.08014,3.24219,4.63384,0.00000,0.00000,0.00000,0.00000,none
17.77083,-81.49002,-77.64132,0.00627,3.10746,0.08080,-46.24829,21.61721,-72.35868,-1.08028,3.24216,4.62483,0.00000,0.00000,0.00000,0.00000,none
17.77500,-81.50934,-77.70288,0.00146,3.11029,0.08103,-46.15824,21.61037,-72.29712,-1.08403,3.24137,4.61582,0.00000,0.00000,0.00000,0.00000,none
17.77917,-81.52871,-77.70504,0.00403,3.11312,0.08126,-46.06821,21.60337,-72.29496,-1.08416,3.24135,4.60682,0.00000,0.00000,0.00000,0.00000,none
17.78333,-81.54814,-77.70725,0.00660,3.11595,0.08148,-45.97821,21.59614,-72.29275,-1.08430,3.24132,4.59782,0.00000,0.00000,0.00000,0.00000,none
17.78750,-81.56762,-77.76905,0.00181,3.11877,0.08169,-45.88824,21.58877,-72.23095,-1.08806,3.24052,4.58882,0.00000,0.00000,0.00000,0.00000,none
17.79167,-81.58715,-77.77110,0.00443,3.12158,0.08189,-45.79830,21.58124,-72.22890,-1.08819,3.24050,4.57983,0.00000,0.00000,0.00000,0.00000,none
17.79583,-81.60672,-77.83295,-0.00034,3.12439,0.08208,-45.70840,21.57356,-72.16705,-1.09195,3.23970,4.57084,0.00000,0.00000,0.00000,0.00000,none
17.80000,-81.62634,-77.83502,0.00229,3.12720,0.08227,-45.61852,21.56566,-72.16498,-1.09208,3.23967,4.56185,0.00000,0.00000,0.00000,0.00000,none
17.80417,-81.64600,-77.83694,0.00495,3.12999,0.08245,-45.52868,21.55762,-72.16306,-1.09220,3.23965,4.55287,0.00000,0.00000,0.00000,0.00000,none
17.80833,-81.66571,-77.89900,0.00020,3.13279,0.08262,-45.43888,21.54943,-72.10100,-1.09598,3.23885,4.54389,0.00000,0.00000,0.00000,0.00000,none
17.81250,-81.68545,-77.90074,0.00291,3.13557,0.08278,-45.34911,21.54111,-72.09926,-1.09609,3.23882,4.53491,0.00000,0.00000,0.00000,0.00000,none
17.81667,-81.70523,-77.90252,0.00561,3.13836,0.08294,-45.25937,21.53256,-72.09748,-1.09619,3.23880,4.52594,0.00000,0.00000,0.00000,0.00000,none
17.82083,-81.72505,-77.96477,0.00087,3.14113,0.08309,-45.16967,21.52387,-72.03523,-1.09999,3.23799,4.51697,0.00000,0.00000,0.00000,0.00000,none
17.82500,-81.74490,-77.96635,0.00362,3.14390,0.08322,-45.08000,21.51506,-72.03365,-1.10008,3.23797,4.50800,0.00000,0.00000,0.00000,0.00000,none
17.82917,-81.76479,-77.96798,0.00637,3.14667,0.08336,-44.99038,21.50603,-72.03202,-1.10018,3.23795,4.49904,0.00000,0.00000,0.00000,0.00000,none
17.83333,-81.78470,-78.03041,0.00165,3.14943,0.08349,-44.90079,21.49687,-71.96959,-1.10392,3.23696,4.49008,0.00000,0.00000,0.00000,0.00000,none
17.83750,-81.80465,-78.03182,0.00444,3.15218,0.08360,-44.81124,21.48759,-71.96818,-1.10401,3.23693,4.48112,0.00000,0.00000,0.00000,0.00000,none
17.84167,-81.82462,-78.09427,-0.00026,3.15492,0.08371,-44.72172,21.47819,-71.90573,-1.10768,3.23575,4.47217,0.00000,0.00000,0.00000,0.00000,none
17.84583,-81.84462,-78.09567,0.00255,3.15766,0.08382,-44.63225,21.46858,-71.90433,-1.10777,3.23573,4.46323,0.00000,0.00000,0.00000,0.00000,none
17.85000,-81.86464,-78.09691,0.00538,3.16039,0.08392,-44.54282,21.45886,-71.90309,-1.10784,3.23571,4.45428,0.00000,0.00000,0.00000,0.00000,none
17.85417,-81.88469,-78.15951,0.00069,3.16312,0.08401,-44.45343,21.44903,-71.84049,-1.11153,3.23452,4.44534,0.00000,0.00000,0.00000,0.00000,none
17.85833,-81.90475,-78.16053,0.00356,3.16584,0.08409,-44.36408,21.43909,-71.83947,-1.11159,3.23450,4.43641,0.00000,0.00000,0.00000,0.00000,none
17.86250,-81.92484,-78.16158,0.00644,3.16855,0.08417,-44.27477,21.42894,-71.83842,-1.11165,3.23448,4.42748,0.00000,0.00000,0.00000,0.00000,none
17.86667,-81.94494,-78.22432,0.00176,3.17126,0.08424,-44.18550,21.41868,-71.77568,-1.11534,3.23330,4.41855,0.00000,0.00000,0.00000,0.00000,none
17.87083,-81.96506,-78.22513,0.00468,3.17396,0.08430,-44.09628,21.40832,-71.77487,-1.11539,3.23328,4.40963,0.00000,0.00000,0.00000,0.00000,none
17.87500,-81.98519,-78.28786,0.00001,3.17665,0.08435,-44.00710,21.39785,-71.71214,-1.11908,3.23210,4.40071,0.00000,0.00000,0.00000,0.00000,none
17.87917,-82.00534,-78.28844,0.00297,3.17933,0.08440,-43.91797,21.38728,-71.71156,-1.11912,3.23209,4.39180,0.00000,0.00000,0.00000,0.00000,none
17.88333,-82.02549,-78.28904,0.00593,3.18201,0.08444,-43.82887,21.37651,-71.71096,-1.11915,3.23208,4.38289,0.00000,0.00000,0.00000,0.00000,none
17.88750,-82.04565,-78.35188,0.00127,3.18469,0.08448,-43.73983,21.36563,-71.64812,-1.12285,3.23089,4.37398,0.00000,0.00000,0.00000,0.00000,none
17.89167,-82.06583,-78.35223,0.00427,3.18735,0.08450,-43.65083,21.35466,-71.64777,-1.12287,3.23088,4.36508,0.00000,0.00000,0.00000,0.00000,none
17.89583,-82.08600,-78.41504,-0.00036,3.19001,0.08452,-43.56187,21.34358,-71.58496,-1.12657,3.22970,4.35619,0.00000,0.00000,0.00000,0.00000,none
17.90000,-82.10618,-78.41534,0.00265,3.19266,0.08454,-43.47296,21.33231,-71.58466,-1.12659,3.22969,4.34730,0.00000,0.00000,0.00000,0.00000,none
17.90417,-82.12637,-78.41546,0.00568,3.19530,0.08455,-43.38410,21.32094,-71.58454,-1.12660,3.22969,4.33841,0.00000,0.00000,0.00000,0.00000,none
17.90833,-82.14655,-78.47836,0.00105,3.19794,0.08456,-43.29529,21.30948,-71.52164,-1.13030,3.22850,4.32953,0.00000,0.00000,0.00000,0.00000,none
17.91250,-82.16674,-78.47821,0.00412,3.20057,0.08455,-43.20653,21.29792,-71.52179,-1.13029,3.22851,4.32065,0.00000,0.00000,0.00000,0.00000,none
17.91667,-82.18692,-78.47808,0.00719,3.20320,0.08455,-43.11781,21.28617,-71.52192,-1.13028,3.22851,4.31178,0.00000,0.00000,0.00000,0.00000,none
17.92083,-82.20711,-78.54106,0.00257,3.20582,0.08453,-43.02914,21.27433,-71.45894,-1.13399,3.22732,4.30291,0.00000,0.00000,0.00000,0.00000,none
17.92500,-82.22729,-78.54066,0.00568,3.20842,0.08451,-42.94052,21.26239,-71.45934,-1.13397,3.22733,4.29405,0.00000,0.00000,0.00000,0.00000,none
17.92917,-82.24746,-78.60360,0.00108,3.21103,0.08449,-42.85195,21.25037,-71.39640,-1.13768,3.22614,4.28520,0.00000,0.00000,0.00000,0.00000,none
17.93333,-82.26763,-78.60291,0.00422,3.21362,0.08445,-42.76344,21.23825,-71.39709,-1.13763,3.22616,4.27634,0.00000,0.00000,0.00000,0.00000,none
17.93750,-82.28778,-78.60225,0.00737,3.21621,0.08442,-42.67497,21.22595,-71.39775,-1.13760,3.22617,4.26750,0.00000,0.00000,0.00000,0.00000,none
17.94167,-82.30793,-78.66524,0.00277,3.21879,0.08438,-42.58655,21.21357,-71.33476,-1.14130,3.22498,4.25866,0.00000,0.00000,0.00000,0.00000,none
17.94583,-82.32807,-78.66428,0.00595,3.22136,0.08433,-42.49819,21.20109,-71.33572,-1.14125,3.22500,4.24982,0.00000,0.00000,0.00000,0.00000,none
17.95000,-82.34820,-78.72721,0.00137,3.22393,0.08427,-42.40988,21.18854,-71.27279,-1.14495,3.22381,4.24099,0.00000,0.00000,0.00000,0.00000,none
17.95417,-82.36831,-78.72597,0.00458,3.22649,0.08421,-42.32162,21.17589,-71.27403,-1.14488,3.22383,4.23216,0.00000,0.00000,0.00000,0.00000,none
17.95833,-82.38840,-78.78882,0.00002,3.22904,0.08414,-42.23341,21.16317,-71.21118,-1.14858,3.22265,4.22334,0.00000,0.00000,0.00000,0.00000,none
17.96250,-82.40848,-78.78728,0.00327,3.23158,0.08406,-42.14526,21.15036,-71.21272,-1.14849,3.22268,4.21453,0.00000,0.00000,0.00000,0.00000,none
17.96667,-82.42854,-78.78574,0.00652,3.23412,0.08398,-42.05716,21.13738,-71.21426,-1.14840,3.22271,4.20572,0.00000,0.00000,0.00000,0.00000,none
17.97083,-82.44858,-78.84863,0.00196,3.23665,0.08390,-41.96912,21.12431,-71.15137,-1.15210,3.22152,4.19691,0.00000,0.00000,0.00000,0.00000,none
17.97500,-82.46860,-78.84679,0.00524,3.23917,0.08381,-41.88112,21.11116,-71.15321,-1.15200,3.22156,4.18811,0.00000,0.00000,0.00000,0.00000,none
17.97917,-82.48860,-78.90959,0.00070,3.24169,0.08371,-41.79319,21.09794,-71.09041,-1.15569,3.22037,4.17932,0.00000,0.00000,0.00000,0.00000,none
17.98333,-82.50857,-78.90745,0.00401,3.24419,0.08361,-41.70531,21.08464,-71.09255,-1.15557,3.22041,4.17053,0.00000,0.00000,0.00000,0.00000,none
17.98750,-82.52852,-78.90530,0.00732,3.24670,0.08351,-41.61748,21.07116,-71.09470,-1.15544,3.22045,4.16175,0.00000,0.00000,0.00000,0.00000,none
17.99167,-82.54844,-78.96812,0.00278,3.24919,0.08340,-41.52972,21.05761,-71.03188,-1.15914,3.21927,4.15297,0.00000,0.00000,0.00000,0.00000,none
17.99583,-82.56834,-78.96566,0.00612,3.25167,0.08329,-41.44200,21.04398,-71.03434,-1.15899,3.21932,4.14420,0.00000,0.00000,0.00000,0.00000,none
18.00000,-82.58821,-79.02838,0.00160,3.25415,0.08317,-41.35435,21.03028,-70.97162,-1.16269,3.21813,4.13543,0.00000,0.00000,0.00000,0.00000,none
18.00417,-82.60805,-79.02561,0.00497,3.25662,0.08305,-41.26675,21.01651,-70.97439,-1.16252,3.21818,4.12668,0.00000,0.00000,0.00000,0.00000,none
18.00833,-82.62786,-79.08822,0.00046,3.25909,0.08291,-41.17921,21.00267,-70.91178,-1.16621,3.21700,4.11792,0.00000,0.00000,0.00000,0.00000,none
18.01250,-82.64764,-79.08513,0.00387,3.26154,0.08278,-41.09173,20.98876,-70.91487,-1.16603,3.21706,4.10917,0.00000,0.00000,0.00000,0.00000,none
18.01667,-82.66739,-79.08204,0.00727,3.26399,0.08264,-41.00431,20.97468,-70.91796,-1.16585,3.21712,4.10043,0.00000,0.00000,0.00000,0.00000,none
18.02083,-82.68710,-79.14465,0.00276,3.26643,0.08250,-40.91694,20.96052,-70.85535,-1.16953,3.21594,4.09169,0.00000,0.00000,0.00000,0.00000,none
18.02500,-82.70678,-79.14123,0.00620,3.26886,0.08236,-40.82964,20.94630,-70.85877,-1.16933,3.21600,4.08296,0.00000,0.00000,0.00000,0.00000,none
18.02917,-82.72642,-79.20372,0.00170,3.27129,0.08221,-40.74239,20.93202,-70.79628,-1.17301,3.21483,4.07424,0.00000,0.00000,0.00000,0.00000,none
18.03333,-82.74603,-79.19998,0.00517,3.27371,0.08205,-40.65520,20.91767,-70.80002,-1.17279,3.21490,4.06552,0.00000,0.00000,0.00000,0.00000,none
18.03750,-82.76560,-79.26235,0.00068,3.27612,0.08189,-40.56808,20.90325,-70.73765,-1.17647,3.21372,4.05681,0.00000,0.00000,0.00000,0.00000,none
18.04167,-82.78513,-79.25828,0.00418,3.27852,0.08172,-40.48101,20.88878,-70.74172,-1.17622,3.21380,4.04810,0.00000,0.00000,0.00000,0.00000,none
18.04583,-82.80462,-79.25419,0.00767,3.28091,0.08156,-40.39400,20.87413,-70.74581,-1.17598,3.21387,4.03940,0.00000,0.00000,0.00000,0.00000,none
18.05000,-82.82407,-79.31654,0.00318,3.28330,0.08139,-40.30706,20.85942,-70.68346,-1.17966,3.21270,4.03071,0.00000,0.00000,0.00000,0.00000,none
18.05417,-82.84348,-79.31213,0.00671,3.28568,0.08121,-40.22017,20.84465,-70.68787,-1.17940,3.21278,4.02202,0.00000,0.00000,0.00000,0.00000,none
18.05833,-82.86285,-79.37435,0.00223,3.28806,0.08104,-40.13335,20.82982,-70.62565,-1.18306,3.21161,4.01334,0.00000,0.00000,0.00000,0.00000,none
18.06250,-82.88217,-79.36960,0.00578,3.29042,0.08085,-40.04659,20.81493,-70.63040,-1.18278,3.21170,4.00466,0.00000,0.00000,0.00000,0.00000,none
18.06667,-82.90145,-79.43169,0.00132,3.29278,0.08066,-39.95990,20.79998,-70.56831,-1.18644,3.21053,3.99599,0.00000,0.00000,0.00000,0.00000,none
18.07083,-82.92069,-79.42659,0.00490,3.29512,0.08047,-39.87326,20.78497,-70.57341,-1.18614,3.21062,3.98733,0.00000,0.00000,0.00000,0.00000,none
18.07500,-82.93987,-79.48855,0.00045,3.29747,0.08027,-39.78669,20.76991,-70.51145,-1.18978,3.20945,3.97867,0.00000,0.00000,0.00000,0.00000,none
18.07917,-82.95901,-79.48311,0.00406,3.29980,0.08007,-39.70018,20.75479,-70.51689,-1.18946,3.20956,3.97002,0.00000,0.00000,0.00000,0.00000,none
18.08333,-82.97811,-79.47766,0.00766,3.30212,0.07987,-39.61373,20.73950,-70.52234,-1.18914,3.20966,3.96137,0.00000,0.00000,0.00000,0.00000,none
18.08750,-82.99715,-79.53958,0.00320,3.30445,0.07967,-39.52735,20.72416,-70.46042,-1.19279,3.20849,3.95273,0.00000,0.00000,0.00000,0.00000,none
18.09167,-83.01614,-79.53378,0.00684,3.30676,0.07946,-39.44103,20.70877,-70.46622,-1.19245,3.20860,3.94410,0.00000,0.00000,0.00000,0.00000,none
18.09583,-83.03509,-79.59556,0.00239,3.30906,0.07925,-39.35478,20.69332,-70.40444,-1.19609,3.20743,3.93548,0.00000,0.00000,0.00000,0.00000,none
18.10000,-83.05398,-79.58941,0.00605,3.31136,0.07904,-39.26859,20.67783,-70.41059,-1.19572,3.20755,3.92686,0.00000,0.00000,0.00000,0.00000,none
18.10417,-83.07283,-79.65105,0.00161,3.31365,0.07882,-39.18246,20.66228,-70.34895,-1.19935,3.20639,3.91825,0.00000,0.00000,0.00000,0.00000,none
18.10833,-83.09162,-79.64455,0.00530,3.31592,0.07859,-39.09640,20.64668,-70.35545,-1.19897,3.20651,3.90964,0.00000,0.00000,0.00000,0.00000,none
18.11250,-83.11036,-79.70604,0.00087,3.31820,0.07837,-39.01041,20.63103,-70.29396,-1.20259,3.20535,3.90104,0.00000,0.00000,0.00000,0.00000,none
18.11667,-83.12904,-79.69919,0.00459,3.32046,0.07814,-38.92448,20.61532,-70.30081,-1.20219,3.20548,3.89245,0.00000,0.00000,0.00000,0.00000,none
18.12083,-83.14766,-79.76052,0.00017,3.32272,0.07790,-38.83861,20.59957,-70.23948,-1.20580,3.20432,3.88386,0.00000,0.00000,0.00000,0.00000,none
18.12500,-83.16623,-79.75332,0.00391,3.32497,0.07766,-38.75281,20.58378,-70.24668,-1.20537,3.20445,3.87528,0.00000,0.00000,0.00000,0.00000,none
18.12917,-83.18475,-79.74611,0.00764,3.32721,0.07743,-38.66708,20.56782,-70.25389,-1.20495,3.20459,3.86671,0.00000,0.00000,0.00000,0.00000,none
18.13333,-83.20321,-79.80738,0.00322,3.32944,0.07720,-38.58141,20.55181,-70.19262,-1.20856,3.20343,3.85814,0.00000,0.00000,0.00000,0.00000,none
18.13750,-83.22161,-79.79982,0.00697,3.33167,0.07696,-38.49582,20.53576,-70.20018,-1.20811,3.20358,3.84958,0.00000,0.00000,0.00000,0.00000,none
18.14167,-83.23995,-79.86094,0.00256,3.33389,0.07672,-38.41028,20.51966,-70.13906,-1.21171,3.20242,3.84103,0.00000,0.00000,0.00000,0.00000,none
18.14583,-83.25824,-79.85302,0.00634,3.33610,0.07647,-38.32482,20.50352,-70.14698,-1.21125,3.20257,3.83248,0.00000,0.00000,0.00000,0.00000,none
18.15000,-83.27647,-79.91398,0.00193,3.33831,0.07623,-38.23942,20.48733,-70.08602,-1.21483,3.20142,3.82394,0.00000,0.00000,0.00000,0.00000,none
18.15417,-83.29463,-79.90570,0.00574,3.34050,0.07597,-38.15409,20.47110,-70.09430,-1.21435,3.20157,3.81541,0.00000,0.00000,0.00000,0.00000,none
18.15833,-83.31274,-79.96651,0.00134,3.34269,0.07572,-38.06883,20.45483,-70.03349,-1.21793,3.20042,3.80688,0.00000,0.00000,0.00000,0.00000,none
18.16250,-83.33079,-79.95787,0.00517,3.34487,0.07546,-37.98363,20.43852,-70.04213,-1.21742,3.20059,3.79836,0.00000,0.00000,0.00000,0.00000,none
18.16667,-83.34877,-80.01851,0.00078,3.34704,0.07520,-37.89851,20.42217,-69.98149,-1.22094,3.19932,3.78985,0.00000,0.00000,0.00000,0.00000,none
18.17083,-83.36670,-80.00952,0.00464,3.34920,0.07494,-37.81345,20.40580,-69.99048,-1.22044,3.19955,3.78134,0.00000,0.00000,0.00000,0.00000,none
18.17500,-83.38456,-80.07001,0.00025,3.35136,0.07468,-37.72846,20.38939,-69.92999,-1.22385,3.19802,3.77285,0.00000,0.00000,0.00000,0.00000,none
18.17917,-83.40235,-80.06065,0.00413,3.35351,0.07441,-37.64354,20.37296,-69.93935,-1.22332,3.19825,3.76435,0.00000,0.00000,0.00000,0.00000,none
18.18333,-83.42009,-80.05130,0.00800,3.35565,0.07415,-37.55869,20.35636,-69.94870,-1.22279,3.19849,3.75587,0.00000,0.00000,0.00000,0.00000,none
18.18750,-83.43776,-80.11172,0.00361,3.35778,0.07389,-37.47390,20.33974,-69.88828,-1.22620,3.19696,3.74739,0.00000,0.00000,0.00000,0.00000,none
18.19167,-83.45536,-80.10201,0.00750,3.35991,0.07362,-37.38919,20.32309,-69.89799,-1.22565,3.19721,3.73892,0.00000,0.00000,0.00000,0.00000,none
18.19583,-83.47291,-80.16227,0.00311,3.36202,0.07336,-37.30454,20.30642,-69.83773,-1.22905,3.19569,3.73045,0.00000,0.00000,0.00000,0.00000,none
18.20000,-83.49039,-80.15221,0.00702,3.36413,0.07309,-37.21997,20.28973,-69.84779,-1.22848,3.19594,3.72200,0.00000,0.00000,0.00000,0.00000,none
18.20417,-83.50781,-80.21231,0.00264,3.36623,0.07282,-37.13546,20.27301,-69.78769,-1.23187,3.19442,3.71355,0.00000,0.00000,0.00000,0.00000,none
18.20833,-83.52516,-80.20189,0.00658,3.36832,0.07254,-37.05103,20.25628,-69.79811,-1.23128,3.19469,3.70510,0.00000,0.00000,0.00000,0.00000,none
18.21250,-83.54244,-80.26183,0.00220,3.37040,0.07227,-36.96666,20.23951,-69.73817,-1.23466,3.19318,3.69667,0.00000,0.00000,0.00000,0.00000,none
18.21667,-83.55966,-80.25106,0.00616,3.37248,0.07199,-36.88236,20.22273,-69.74894,-1.23406,3.19345,3.68824,0.00000,0.00000,0.00000,0.00000,none
18.22083,-83.57682,-80.31083,0.00179,3.37455,0.07171,-36.79814,20.20592,-69.68917,-1.23743,3.19194,3.67981,0.00000,0.00000,0.00000,0.00000,none
18.22500,-83.59391,-80.29970,0.00577,3.37660,0.07143,-36.71398,20.18909,-69.70030,-1.23680,3.19222,3.67140,0.00000,0.00000,0.00000,0.00000,none
18.22917,-83.61093,-80.35931,0.00141,3.37865,0.07115,-36.62990,20.17224,-69.64069,-1.24016,3.19072,3.66299,0.00000,0.00000,0.00000,0.00000,none
18.23333,-83.62788,-80.34783,0.00541,3.38069,0.07087,-36.54588,20.15537,-69.65217,-1.23951,3.19101,3.65459,0.00000,0.00000,0.00000,0.00000,none
18.23750,-83.64477,-80.40728,0.00105,3.38273,0.07059,-36.46193,20.13848,-69.59272,-1.24286,3.18952,3.64619,0.00000,0.00000,0.00000,0.00000,none
18.24167,-83.66158,-80.39544,0.00508,3.38475,0.07030,-36.37806,20.12156,-69.60456,-1.24220,3.18982,3.63781,0.00000,0.00000,0.00000,0.00000,none
18.24583,-83.67833,-80.45472,0.00072,3.38677,0.07001,-36.29425,20.10463,-69.54528,-1.24554,3.18833,3.62943,0.00000,0.00000,0.00000,0.00000,none
18.25000,-83.69501,-80.44252,0.00477,3.38877,0.06972,-36.21052,20.08767,-69.55748,-1.24485,3.18863,3.62105,0.00000,0.00000,0.00000,0.00000,none
18.25417,-83.71162,-80.50164,0.00042,3.39078,0.06943,-36.12686,20.07070,-69.49836,-1.24818,3.18715,3.61269,0.00000,0.00000,0.00000,0.00000,none
18.25833,-83.72816,-80.48909,0.00448,3.39277,0.06914,-36.04327,20.05370,-69.51091,-1.24748,3.18747,3.60433,0.00000,0.00000,0.00000,0.00000,none
18.26250,-83.74464,-80.54803,0.00014,3.39475,0.06885,-35.95974,20.03669,-69.45197,-1.25080,3.18599,3.59597,0.00000,0.00000,0.00000,0.00000,none
18.26667,-83.76104,-80.53514,0.00422,3.39673,0.06856,-35.87629,20.01966,-69.46486,-1.25007,3.18631,3.58763,0.00000,0.00000,0.00000,0.00000,none
18.27083,-83.77737,-80.52225,0.00829,3.39870,0.06827,-35.79291,20.00246,-69.47775,-1.24935,3.18663,3.57929,0.00000,0.00000,0.00000,0.00000,none
18.27500,-83.79364,-80.58112,0.00393,3.40066,0.06799,-35.70961,19.98525,-69.41888,-1.25267,3.18516,3.57096,0.00000,0.00000,0.00000,0.00000,none
18.27917,-83.80984,-80.56789,0.00802,3.40262,0.06771,-35.62637,19.96802,-69.43211,-1.25192,3.18549,3.56264,0.00000,0.00000,0.00000,0.00000,none
18.28333,-83.82597,-80.62659,0.00366,3.40457,0.06742,-35.54321,19.95078,-69.37341,-1.25523,3.18402,3.55432,0.00000,0.00000,0.00000,0.00000,none
18.28750,-83.84203,-80.61301,0.00777,3.40650,0.06714,-35.46011,19.93351,-69.38699,-1.25446,3.18436,3.54601,0.00000,0.00000,0.00000,0.00000,none
18.29167,-83.85802,-80.67155,0.00342,3.40844,0.06685,-35.37709,19.91623,-69.32845,-1.25776,3.18290,3.53771,0.00000,0.00000,0.00000,0.00000,none
18.29583,-83.87395,-80.65763,0.00754,3.41036,0.06657,-35.29415,19.89894,-69.34237,-1.25698,3.18325,3.52941,0.00000,0.00000,0.00000,0.00000,none
18.30000,-83.88981,-80.71601,0.00319,3.41228,0.06628,-35.21127,19.88163,-69.28399,-1.26027,3.18179,3.52113,0.00000,0.00000,0.00000,0.00000,none
18.30417,-83.90560,-80.70174,0.00734,3.41419,0.06599,-35.12847,19.86430,-69.29826,-1.25947,3.18214,3.51285,0.00000,0.00000,0.00000,0.00000,none
18.30833,-83.92132,-80.75995,0.00300,3.41609,0.06570,-35.04573,19.84696,-69.24005,-1.26275,3.18069,3.50457,0.00000,0.00000,0.00000,0.00000,none
18.31250,-83.93697,-80.74534,0.00716,3.41798,0.06542,-34.96307,19.82960,-69.25466,-1.26192,3.18106,3.49631,0.00000,0.00000,0.00000,0.00000,none
18.31667,-83.95255,-80.80339,0.00282,3.41986,0.06513,-34.88049,19.81222,-69.19661,-1.26520,3.17961,3.48805,0.00000,0.00000,0.00000,0.00000,none
18.32083,-83.96807,-80.78844,0.00700,3.42174,0.06484,-34.79797,19.79483,-69.21156,-1.26435,3.17998,3.47980,0.00000,0.00000,0.00000,0.00000,none
18.32500,-83.98351,-80.84632,0.00266,3.42361,0.06455,-34.71553,19.77743,-69.15368,-1.26762,3.17854,3.47155,0.00000,0.00000,0.00000,0.00000,none
18.32917,-83.99889,-80.83103,0.00686,3.42547,0.06426,-34.63316,19.76001,-69.16897,-1.26676,3.17892,3.46332,0.00000,0.00000,0.00000,0.00000,none
18.33333,-84.01420,-80.88876,0.00253,3.42733,0.06398,-34.55086,19.74258,-69.11124,-1.27001,3.17748,3.45509,0.00000,0.00000,0.00000,0.00000,none
18.33750,-84.02944,-80.87313,0.00675,3.42917,0.06369,-34.46864,19.72513,-69.12687,-1.26913,3.17787,3.44686,0.00000,0.00000,0.00000,0.00000,none
18.34167,-84.04461,-80.93069,0.00242,3.43101,0.06340,-34.38649,19.70767,-69.06931,-1.27238,3.17644,3.43865,0.00000,0.00000,0.00000,0.00000,none
18.34583,-84.05971,-80.91472,0.00665,3.43284,0.06311,-34.30441,19.69019,-69.08528,-1.27148,3.17684,3.43044,0.00000,0.00000,0.00000,0.00000,none
18.35000,-84.07474,-80.97212,0.00232,3.43467,0.06283,-34.22240,19.67270,-69.02788,-1.27471,3.17541,3.42224,0.00000,0.00000,0.00000,0.00000,none
18.35417,-84.08971,-80.95582,0.00657,3.43648,0.06254,-34.14047,19.65520,-69.04418,-1.27379,3.17582,3.41405,0.00000,0.00000,0.00000,0.00000,none
18.35833,-84.10460,-81.01307,0.00225,3.43829,0.06225,-34.05861,19.63768,-68.98693,-1.27702,3.17439,3.40586,0.00000,0.00000,0.00000,0.00000,none
18.36250,-84.11943,-80.99644,0.00652,3.44009,0.06197,-33.97682,19.62015,-69.00356,-1.27608,3.17481,3.39768,0.00000,0.00000,0.00000,0.00000,none
18.36667,-84.13419,-81.05352,0.00219,3.44189,0.06168,-33.89511,19.60261,-68.94648,-1.27930,3.17339,3.38951,0.00000,0.00000,0.00000,0.00000,none
18.37083,-84.14888,-81.03656,0.00648,3.44367,0.06140,-33.81347,19.58506,-68.96344,-1.27834,3.17381,3.38135,0.00000,0.00000,0.00000,0.00000,none
18.37500,-84.16351,-81.09348,0.00216,3.44545,0.06112,-33.73190,19.56749,-68.90652,-1.28155,3.17240,3.37319,0.00000,0.00000,0.00000,0.00000,none
18.37917,-84.17807,-81.07620,0.00646,3.44722,0.06083,-33.65041,19.54991,-68.92380,-1.28058,3.17283,3.36504,0.00000,0.00000,0.00000,0.00000,none
18.38333,-84.19256,-81.13297,0.00214,3.44899,0.06055,-33.56899,19.53232,-68.86703,-1.28378,3.17142,3.35690,0.00000,0.00000,0.00000,0.00000,none
18.38750,-84.20698,-81.11535,0.00645,3.45074,0.06027,-33.48764,19.51471,-68.88465,-1.28279,3.17186,3.34876,0.00000,0.00000,0.00000,0.00000,none
18.39167,-84.22133,-81.17197,0.00214,3.45249,0.05999,-33.40636,19.49709,-68.82803,-1.28598,3.17045,3.34064,0.00000,0.00000,0.00000,0.00000,none
